GENESIS-Tabelle: Temporär
Bevölkerung: Bundesländer, Stichtag, Geschlecht, Altersjahre;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;
;;Baden-Württemberg;Baden-Württemberg;Bayern;Bayern;Berlin;Berlin;Brandenburg;Brandenburg;Bremen;Bremen;Hamburg;Hamburg;Hessen;Hessen;Mecklenburg-Vorpommern;Mecklenburg-Vorpommern
;;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt
31.12.2002;unter 1 Jahr;51482;99888;58443;114154;14705;28652;9191;17773;2851;5450;7917;15475;28334;55205;6415;12468
31.12.2002;1-Jährige;52712;102792;60476;117380;14458;28283;9223;17970;2917;5709;7869;15413;29023;56612;6651;12920
31.12.2002;2-Jährige;55144;108138;62720;123028;14635;28731;9738;19064;3024;5897;7953;15384;30060;59257;6702;13022
31.12.2002;3-Jährige;57079;110356;64768;125393;14400;28319;9630;18855;2957;5845;7888;15265;30443;59282;6370;12384
31.12.2002;4-Jährige;58257;113404;66200;128975;14079;27598;9556;18495;3054;5963;7786;15359;31297;60904;6155;12117
31.12.2002;5-Jährige;60485;117929;67880;132305;14297;27706;9252;18151;3188;6141;8007;15691;32396;63041;6281;12061
31.12.2002;6-Jährige;59492;116052;67329;131010;13693;26811;8916;17221;3196;6077;7877;15343;31846;62060;5831;11254
31.12.2002;7-Jährige;58640;113971;65849;128208;13085;25611;8115;15770;3009;5969;7533;14562;30805;59934;5183;10123
31.12.2002;8-Jährige;59263;115217;67344;130738;13299;25594;7735;15054;3005;5853;7673;14830;31163;60994;4883;9429
31.12.2002;9-Jährige;61333;119577;70609;137459;13256;25857;7734;15033;3089;5991;7484;14753;32008;62634;5244;9985
31.12.2002;10-Jährige;62252;120805;70895;139086;13955;26925;8541;16513;3217;6205;7786;15298;32319;63383;5806;11290
31.12.2002;11-Jährige;63283;123602;72886;141357;14363;27967;10117;20153;3277;6315;8066;15772;33045;64668;6955;13609
31.12.2002;12-Jährige;65321;127626;75216;146607;17471;34040;16231;31538;3378;6442;8449;16262;34438;67107;11242;22060
31.12.2002;13-Jährige;63382;123877;72269;141319;17941;35076;17559;34402;3267;6450;8084;15708;33649;65729;12537;24140
31.12.2002;14-Jährige;64940;126963;73546;143051;18731;36331;19078;36936;3348;6485;8381;16199;34229;66521;13370;25879
31.12.2002;15-Jährige;62305;121177;70505;136528;18474;36234;19621;38400;3230;6437;7910;15287;33058;64253;14324;27729
31.12.2002;16-Jährige;61905;120823;69928;135990;18289;35653;19124;37683;3286;6376;7960;15211;32308;63062;13807;26908
31.12.2002;17-Jährige;59319;115733;66488;130160;18060;35529;20128;38577;3247;6345;7883;15356;31386;60721;14005;27292
31.12.2002;18-Jährige;59823;116746;67238;131896;18256;35786;19541;37764;3187;6441;7975;15482;31759;61848;13750;26649
31.12.2002;19-Jährige;59930;119282;68924;135685;19022;37742;19477;37042;3535;7169;8476;16749;31933;63096;13981;26550
31.12.2002;20-Jährige;62935;125239;71448;142268;20476;41115;19637;36097;3698;7700;9181;18790;33455;66824;13978;26198
31.12.2002;21-Jährige;63387;127448;73090;145749;21483;43782;18249;33795;3882;8020;9665;20638;33925;67885;13246;24372
31.12.2002;22-Jährige;65057;130295;73569;147010;22883;46757;18210;33512;4085;8247;10540;22301;34671;69542;13459;24645
31.12.2002;23-Jährige;61948;124137;71369;142479;22683;46171;17221;31621;3970;8061;10781;22616;33612;67768;12650;22844
31.12.2002;24-Jährige;61811;122866;71377;142689;23091;46743;16460;30301;4004;8063;11563;23498;33730;68416;12239;22237
31.12.2002;25-Jährige;61929;123567;72018;143506;23452;47364;15447;28534;4044;8084;11778;24224;34196;69162;11671;21172
31.12.2002;26-Jährige;63864;125852;72926;144358;23583;47188;13791;25417;4214;8347;12836;25593;35215;70790;9828;17999
31.12.2002;27-Jährige;62685;123925;72204;142967;23643;46841;12836;23605;4073;8019;13077;25686;35126;70377;9318;16827
31.12.2002;28-Jährige;64365;127845;74374;147126;23430;46218;12494;23391;4211;8161;13295;25990;36150;72234;8871;16102
31.12.2002;29-Jährige;64719;128636;75573;148972;23320;45942;12660;23910;4204;8314;12910;25740;37128;73832;8948;16452
31.12.2002;30-Jährige;71515;141487;82729;163150;24754;48313;14473;27037;4503;8948;14132;27765;40341;80730;9648;17991
31.12.2002;31-Jährige;78110;153335;90661;178336;27972;54027;16917;31942;4954;9553;15086;29398;44887;88612;11298;21051
31.12.2002;32-Jährige;81911;160453;95870;188029;28638;55096;17516;33381;5195;9851;15775;30164;47508;93221;11558;21952
31.12.2002;33-Jährige;88501;173004;104234;203211;30173;57724;18128;35055;5495;10506;16763;31798;51487;100327;12074;22899
31.12.2002;34-Jährige;93466;182305;109191;213124;31398;60408;18948;37096;5851;11102;18024;33951;54342;105621;12720;24413
31.12.2002;35-Jährige;95802;186499;111998;218273;31807;61235;20485;39822;5970;11174;17849;33889;54927;107354;13235;25700
31.12.2002;36-Jährige;98302;191299;113605;221463;33143;64280;22058;43186;6176;11372;17943;34013;56589;110097;14468;27828
31.12.2002;37-Jährige;98552;190763;114151;220615;34775;66368;23746;45921;5864;11213;17323;32868;56833;110481;15515;29706
31.12.2002;38-Jährige;100334;193716;115186;224112;34953;67349;24782;48022;5830;10986;17545;33293;57422;111710;16225;31161
31.12.2002;39-Jährige;98907;191124;113343;221442;34676;66721;25732;49852;5340;10472;16642;31650;56865;110634;17007;32647
31.12.2002;40-Jährige;96013;185741;110000;215042;33017;63606;25838;50019;5365;10558;15323;29461;54670;106135;16832;32508
31.12.2002;41-Jährige;93431;182655;108421;212112;31244;60142;25541;49637;5209;10203;14342;27996;52540;103181;17164;33079
31.12.2002;42-Jährige;90729;177373;104442;204757;29814;57224;24699;48018;5100;10048;14592;27828;51530;100808;16835;32472
31.12.2002;43-Jährige;86824;169555;101157;197676;28350;54739;24425;47192;4914;9792;13208;25756;50043;97500;16369;31686
31.12.2002;44-Jährige;83256;162436;96566;188895;25861;50205;22568;43622;4771;9563;12595;24766;47848;93303;15515;29901
31.12.2002;45-Jährige;81134;158150;94119;184204;24909;48345;22067;42432;4722;9452;11894;23656;46804;91376;15266;29277
31.12.2002;46-Jährige;79132;155164;90686;177667;24330;47688;21869;42254;4525;9182;11368;22565;45084;88587;15140;29407
31.12.2002;47-Jährige;74776;147394;85411;168728;24023;47289;22203;42862;4539;9114;11006;21838;43403;85410;15297;29609
31.12.2002;48-Jährige;71707;143294;83814;166202;23477;46600;21648;42203;4356;8865;10476;21028;42201;83864;15341;29601
31.12.2002;49-Jährige;68600;138125;80210;160153;22960;45965;21385;41785;4185;8551;10002;20211;40733;81276;14909;28959
31.12.2002;50-Jährige;69379;139162;80654;162021;22418;45698;20762;40668;4266;8622;10144;20611;41047;82205;14333;28157
31.12.2002;51-Jährige;67381;135195;78707;157661;22562;46250;20534;39703;4274;8685;10004;20476;40432;81180;13935;27223
31.12.2002;52-Jährige;68027;137382;80355;160637;23720;48741;19119;37428;4327;8826;10356;21379;41720;83711;12976;25230
31.12.2002;53-Jährige;67579;134919;78902;157580;22526;45651;16106;31617;4467;8963;10544;21398;41901;83604;11121;21800
31.12.2002;54-Jährige;63896;126423;76149;151397;20981;42189;13902;27349;4248;8424;10419;21081;40169;79361;9721;18988
31.12.2002;55-Jährige;59751;118253;75055;149227;19566;39429;13259;26380;3998;8087;10151;20249;37465;74776;8973;17738
31.12.2002;56-Jährige;52406;104281;66354;132830;16103;31474;8957;17845;4050;8047;9581;19099;32472;64609;6041;11746
31.12.2002;57-Jährige;45642;91309;54316;108341;17489;35278;10328;21208;3336;6650;8528;17252;27457;54696;6247;12611
31.12.2002;58-Jährige;59170;117913;70294;139857;23193;46383;15645;31877;4194;8320;10674;21578;36616;72832;9340;18992
31.12.2002;59-Jährige;59434;119558;70650;140604;24171;48526;17011;34444;4419;8658;10980;21877;36598;72415;10204;20901
31.12.2002;60-Jährige;59581;118468;68986;137513;23063;46241;16428;33572;4242;8581;10671;21425;34782;69023;9952;20526
31.12.2002;61-Jährige;69838;141320;82555;166533;26433;53371;20745;42325;4767;9612;12094;24190;41593;82676;12953;26646
31.12.2002;62-Jährige;73094;148281;87695;178167;25252;51389;20700;42680;5079;10044;12148;24764;44081;88636;13066;27274
31.12.2002;63-Jährige;71949;146122;85875;175171;23183;47650;20121;41930;4699;9720;11273;23452;42373;85641;12970;27622
31.12.2002;64-Jährige;66482;136614;77560;159234;21191;44038;18642;39025;4547;9445;10788;22492;38665;78658;12444;26106
31.12.2002;65-Jährige;62020;127141;70493;145879;19569;41700;17312;36008;4254;8962;10180;20957;35794;73448;11352;24060
31.12.2002;66-Jährige;59507;122877;66877;140363;18830;39856;16727;35260;4110;8621;9546;20346;34729;71511;10738;23441
31.12.2002;67-Jährige;56427;117231;62823;132723;18006;38729;16368;34652;3653;8004;9150;19831;32715;68059;10467;22700
31.12.2002;68-Jährige;50839;106262;57393;122303;16517;35716;15017;31863;3359;7391;7733;17333;30311;63298;9922;21597
31.12.2002;69-Jährige;42509;89366;47960;103177;11694;25749;11291;24518;2584;5676;6048;13465;23989;50675;7864;17359
31.12.2002;70-Jährige;40891;87466;46953;103069;10739;23906;10954;23971;2383;5709;5653;12896;22992;49699;7798;17345
31.12.2002;71-Jährige;40608;87866;46136;102365;10925;24418;10781;23789;2412;5695;5742;13317;23171;50205;7425;16753
31.12.2002;72-Jährige;41351;90511;47064;105602;10972;25243;10659;24276;2516;5972;6001;14171;23772;52844;7085;16599
31.12.2002;73-Jährige;38543;86017;44539;101345;10065;23987;9541;22387;2480;5850;5821;13808;23060;51204;6341;15209
31.12.2002;74-Jährige;36764;84367;43621;99867;9308;22759;8488;20850;2518;6046;5552;13730;22758;50673;5644;14190
31.12.2002;75-Jährige;31869;76831;38464;92324;7839;20384;6832;17929;2112;5423;4928;12671;19637;46557;4401;12251
31.12.2002;76-Jährige;29080;74161;34761;90238;6928;19878;5826;16821;1937;5290;4561;12456;18258;45748;3679;11131
31.12.2002;77-Jährige;26368;71647;31276;86845;6184;19154;5134;15592;1780;5087;4346;12420;16814;44049;3265;10424
31.12.2002;78-Jährige;21640;63963;26034;78985;4840;16464;4099;13587;1472;4571;3644;11301;14102;40393;2663;9115
31.12.2002;79-Jährige;20111;61795;24550;76331;3969;14437;3601;12388;1421;4520;3394;10428;12593;38028;2380;8375
31.12.2002;80-Jährige;19235;60064;24066;75312;4096;15266;3447;12452;1462;4535;3375;10582;12329;37275;2190;8067
31.12.2002;81-Jährige;18347;59777;22790;73634;4263;16144;3415;12456;1375;4623;3246;10676;11508;36471;2060;8150
31.12.2002;82-Jährige;16327;55374;20023;67103;4311;16299;3051;11519;1214;4241;3082;10394;10508;34046;1802;7284
31.12.2002;83-Jährige;11494;39241;14218;47986;2881;11721;1946;7818;929;3114;2098;7465;6850;23247;1214;4973
31.12.2002;84-Jährige;6550;23372;8283;28563;1655;7062;1061;4360;566;1888;1250;4405;4029;13717;691;2778
31.12.2002;85-Jährige;5455;19704;7023;25158;1412;6100;926;3841;473;1645;1015;3746;3441;12019;551;2493
31.12.2002;86-Jährige;5333;19636;6702;23960;1383;6362;852;3838;462;1617;1033;3873;3247;11583;568;2468
31.12.2002;87-Jährige;5916;22820;7120;26702;1551;7415;996;4552;509;1863;1178;4584;3558;13381;550;2850
31.12.2002;88-Jährige;6414;25829;7664;29885;1630;8204;1041;5128;500;2084;1368;5081;3944;15120;623;3194
31.12.2002;89-Jährige;5321;21879;6326;25339;1488;7533;954;4655;415;1743;1093;4135;3298;12972;505;2752
31.12.2002;90 Jahre und mehr;17657;73283;20167;80876;5778;29741;3027;15903;1620;6163;3143;15043;11023;44005;1689;8942
31.12.2002;Insgesamt;5230234;10661320;6060688;12387351;1651471;3392425;1276145;2582379;319940;662098;839006;1728806;2984565;6091618;863859;1744624
31.12.2003;unter 1 Jahr;50642;97804;57155;111828;14652;28563;9301;18047;2804;5522;8064;15594;27713;54219;6487;12742
31.12.2003;1-Jährige;51739;100439;58765;114823;14500;28249;9364;18133;2798;5375;7830;15292;28434;55394;6442;12519
31.12.2003;2-Jährige;52837;103155;60651;117705;14229;27892;9366;18274;2893;5659;7749;15166;29055;56712;6648;12910
31.12.2003;3-Jährige;55264;108353;62887;123294;14474;28412;9832;19276;2998;5875;7853;15182;30002;59261;6717;13016
31.12.2003;4-Jährige;57144;110518;64798;125518;14193;27949;9739;19068;2963;5840;7833;15142;30417;59239;6354;12380
31.12.2003;5-Jährige;58346;113577;66353;129207;13903;27258;9631;18675;3052;5928;7734;15275;31256;60817;6150;12070
31.12.2003;6-Jährige;60571;118063;67929;132418;14121;27286;9361;18370;3154;6112;7959;15546;32371;62881;6267;12064
31.12.2003;7-Jährige;59520;116124;67404;131183;13521;26486;9015;17399;3167;6025;7830;15262;31822;61982;5852;11257
31.12.2003;8-Jährige;58691;114144;66011;128555;12951;25370;8196;15909;3025;5972;7517;14483;30794;59902;5209;10161
31.12.2003;9-Jährige;59320;115423;67491;130970;13184;25388;7804;15208;3014;5845;7636;14729;31181;61012;4858;9424
31.12.2003;10-Jährige;61427;119733;70789;137773;13128;25609;7811;15168;3078;5966;7475;14730;32004;62654;5248;9997
31.12.2003;11-Jährige;62393;121126;71070;139442;13898;26783;8597;16635;3212;6209;7777;15232;32383;63472;5808;11283
31.12.2003;12-Jährige;63468;123959;73066;141732;14328;27860;10152;20230;3271;6311;8051;15706;33061;64739;6944;13604
31.12.2003;13-Jährige;65565;128046;75382;146978;17393;33881;16284;31659;3369;6458;8478;16258;34505;67241;11240;22039
31.12.2003;14-Jährige;63591;124264;72551;141804;17870;34873;17626;34548;3258;6439;8050;15659;33756;65925;12520;24108
31.12.2003;15-Jährige;65200;127453;73843;143624;18687;36207;19181;37143;3342;6492;8403;16258;34340;66741;13348;25810
31.12.2003;16-Jährige;62648;121857;70930;137271;18525;36284;19650;38435;3314;6609;8050;15551;33205;64507;14287;27604
31.12.2003;17-Jährige;62338;121662;70389;136997;18322;35796;19181;37659;3367;6575;8100;15563;32383;63309;13713;26678
31.12.2003;18-Jährige;59908;117381;67095;131714;18161;35881;20034;38141;3327;6558;8073;15968;31545;61334;13802;26788
31.12.2003;19-Jährige;60697;119507;68181;134835;18662;37042;19294;36736;3293;6795;8330;16505;32146;63243;13594;26112
31.12.2003;20-Jährige;61090;122327;70242;139170;19816;39865;18934;35287;3693;7654;9058;18389;32305;64540;13725;25574
31.12.2003;21-Jährige;64112;127869;72545;144962;21463;43438;18864;34447;3996;8274;9918;20606;33914;68247;13501;25033
31.12.2003;22-Jährige;64387;129696;73961;148104;22473;46094;17582;32485;4150;8526;10554;22473;34356;69206;12855;23427
31.12.2003;23-Jährige;66103;132457;74810;149785;23926;48985;17641;32307;4360;8688;11346;23947;35193;70870;12944;23758
31.12.2003;24-Jährige;62824;126099;72298;144644;23797;48230;16581;30494;4183;8434;11644;24254;34020;68824;12287;22190
31.12.2003;25-Jährige;62534;124345;72069;144367;23974;48333;15947;29470;4176;8329;12194;24777;34119;69404;11910;21619
31.12.2003;26-Jährige;62523;124817;72658;145023;24160;48498;15098;27889;4207;8367;12316;25248;34469;69903;11353;20644
31.12.2003;27-Jährige;64250;126738;73417;145515;24092;48023;13525;25016;4329;8502;13298;26481;35489;71504;9637;17638
31.12.2003;28-Jährige;62960;124689;72585;144153;23904;47207;12618;23386;4156;8162;13419;26280;35321;70868;9138;16575
31.12.2003;29-Jährige;64328;128166;74760;148193;23537;46273;12405;23371;4309;8298;13473;26283;36329;72747;8742;15929
31.12.2003;30-Jährige;64760;128994;75891;149782;23376;45977;12580;23845;4231;8323;13076;25872;37157;73960;8828;16345
31.12.2003;31-Jährige;71496;141618;82907;163832;24805;48137;14428;27165;4542;8958;14168;27780;40248;80719;9542;17840
31.12.2003;32-Jährige;78026;153353;90839;178962;27703;53461;16972;32177;4930;9515;15141;29358;44782;88540;11255;21002
31.12.2003;33-Jährige;81785;160613;95880;188455;28415;54626;17579;33647;5174;9775;15662;29930;47426;93073;11495;21886
31.12.2003;34-Jährige;88418;173046;104323;203734;29822;57031;18237;35371;5434;10388;16602;31500;51219;99978;12033;22808
31.12.2003;35-Jährige;93358;182427;109220;213423;31018;59712;19051;37345;5851;11078;17875;33631;54110;105296;12609;24288
31.12.2003;36-Jährige;95660;186473;112019;218497;31337;60408;20634;40196;5935;11110;17680;33587;54543;106814;13180;25639
31.12.2003;37-Jährige;98141;191206;113540;221647;32766;63493;22226;43534;6141;11331;17802;33764;56231;109617;14446;27766
31.12.2003;38-Jährige;98355;190642;114117;220735;34362;65665;23882;46166;5842;11169;17134;32524;56508;110072;15428;29581
31.12.2003;39-Jährige;100135;193648;115186;224347;34523;66648;24890;48217;5786;10928;17363;32960;57160;111334;16169;31093
31.12.2003;40-Jährige;98706;191079;113330;221658;34304;66077;25857;50122;5354;10459;16546;31459;56472;110219;16905;32479
31.12.2003;41-Jährige;95915;185759;109860;215049;32661;63069;25861;50115;5357;10542;15197;29272;54387;105765;16750;32397
31.12.2003;42-Jährige;93290;182559;108295;212176;30910;59585;25581;49775;5183;10163;14248;27808;52239;102838;17062;32914
31.12.2003;43-Jährige;90569;177340;104375;204844;29506;56736;24699;48023;5061;10014;14481;27662;51147;100369;16741;32318
31.12.2003;44-Jährige;86749;169605;101085;197649;28085;54321;24389;47177;4879;9765;13085;25588;49650;97100;16269;31515
31.12.2003;45-Jährige;83105;162391;96410;188898;25601;49771;22528;43580;4743;9532;12487;24624;47598;93037;15402;29737
31.12.2003;46-Jährige;80938;157970;93906;184122;24701;48019;22027;42384;4709;9435;11783;23478;46517;91021;15208;29179
31.12.2003;47-Jährige;78922;155000;90434;177507;24082;47258;21805;42222;4532;9189;11269;22440;44740;88178;15044;29283
31.12.2003;48-Jährige;74594;147243;85180;168614;23783;46882;22171;42815;4507;9096;10886;21670;43096;85061;15173;29449
31.12.2003;49-Jährige;71437;143062;83573;166018;23205;46192;21594;42163;4333;8830;10419;20917;41895;83465;15240;29431
31.12.2003;50-Jährige;68396;137913;79919;159909;22749;45617;21336;41735;4147;8500;9930;20093;40405;80836;14811;28806
31.12.2003;51-Jährige;69181;138931;80351;161679;22111;45207;20700;40650;4237;8605;10106;20527;40703;81765;14232;28021
31.12.2003;52-Jährige;67147;134945;78355;157216;22329;45871;20463;39666;4263;8641;9883;20281;40099;80715;13859;27099
31.12.2003;53-Jährige;67696;136929;79952;160192;23414;48283;19061;37395;4296;8796;10253;21196;41356;83196;12899;25132
31.12.2003;54-Jährige;67223;134411;78462;156980;22226;45202;16053;31600;4420;8909;10391;21180;41479;83024;11034;21705
31.12.2003;55-Jährige;63474;125830;75747;150810;20729;41736;13820;27324;4211;8356;10307;20888;39766;78748;9649;18912
31.12.2003;56-Jährige;59335;117657;74553;148549;19342;39064;13218;26389;3965;8042;10009;20031;37129;74182;8939;17706
31.12.2003;57-Jährige;52049;103706;65918;132201;15886;31124;8924;17818;4000;7967;9433;18895;32062;64007;5986;11695
31.12.2003;58-Jährige;45261;90697;53826;107651;17209;34830;10312;21190;3295;6586;8401;17042;27079;54137;6203;12594
31.12.2003;59-Jährige;58614;117063;69673;138941;22821;45777;15568;31820;4109;8192;10493;21284;36079;72009;9266;18909
31.12.2003;60-Jährige;58760;118517;69961;139637;23726;47855;16932;34386;4351;8549;10734;21483;36073;71546;10148;20826
31.12.2003;61-Jährige;58872;117405;68218;136459;22599;45500;16287;33452;4181;8491;10475;21088;34268;68155;9870;20455
31.12.2003;62-Jährige;68945;139990;81588;165226;25896;52540;20608;42160;4694;9481;11869;23817;40904;81644;12800;26448
31.12.2003;63-Jährige;72082;146781;86598;176605;24682;50557;20497;42391;4984;9935;11877;24334;43242;87409;12886;27052
31.12.2003;64-Jährige;70833;144480;84668;173511;22651;46872;19911;41630;4602;9589;10988;23030;41598;84506;12804;27377
31.12.2003;65-Jährige;65408;135026;76307;157432;20787;43401;18380;38649;4449;9297;10527;22065;37940;77574;12227;25808
31.12.2003;66-Jährige;60927;125512;69268;144161;19104;40981;16995;35570;4157;8792;9951;20573;35046;72394;11129;23768
31.12.2003;67-Jährige;58415;121237;65531;138443;18379;39147;16401;34793;4004;8471;9324;19970;33908;70302;10495;23089
31.12.2003;68-Jährige;55217;115385;61371;130682;17503;37953;15988;34116;3557;7866;8881;19426;31941;66907;10229;22328
31.12.2003;69-Jährige;49704;104485;56012;120242;16066;34992;14599;31260;3257;7237;7507;16939;29533;62059;9650;21159
31.12.2003;70-Jährige;41412;87715;46804;101391;11343;25185;10999;24050;2496;5553;5873;13167;23314;49626;7622;16998
31.12.2003;71-Jährige;39809;85707;45570;100953;10421;23322;10615;23420;2305;5563;5448;12530;22221;48494;7545;16940
31.12.2003;72-Jährige;39357;85864;44678;100022;10531;23778;10406;23168;2318;5533;5534;12987;22358;48943;7144;16301
31.12.2003;73-Jährige;39907;88254;45364;102897;10580;24564;10222;23569;2401;5789;5791;13773;22877;51347;6823;16138
31.12.2003;74-Jährige;37116;83677;42869;98523;9653;23251;9097;21664;2372;5672;5570;13356;22044;49586;6082;14745
31.12.2003;75-Jährige;35320;81904;41825;96812;8888;21945;8078;20119;2394;5831;5300;13250;21756;48903;5358;13693
31.12.2003;76-Jährige;30498;74415;37032;90281;7433;19592;6531;17308;2004;5223;4705;12185;18703;44890;4189;11825
31.12.2003;77-Jährige;27670;71534;32972;86855;6552;19101;5511;16153;1823;5080;4298;11904;17278;43924;3493;10673
31.12.2003;78-Jährige;25016;68858;29511;83270;5838;18262;4815;14925;1668;4857;4051;11824;15851;42252;3082;9953
31.12.2003;79-Jährige;20430;61165;24437;75367;4564;15709;3848;12989;1363;4325;3418;10727;13178;38414;2478;8671
31.12.2003;80-Jährige;18769;58675;22786;72310;3692;13609;3316;11685;1306;4268;3152;9865;11723;35976;2220;7917
31.12.2003;81-Jährige;17829;56597;22188;70827;3792;14349;3153;11723;1354;4236;3150;9941;11332;34897;1993;7539
31.12.2003;82-Jährige;16892;55912;20904;68678;3900;15098;3118;11621;1257;4320;2935;9910;10556;33979;1854;7565
31.12.2003;83-Jährige;14812;51367;18103;61987;3900;15049;2734;10653;1089;3893;2811;9633;9485;31380;1597;6647
31.12.2003;84-Jährige;10253;35973;12726;43829;2591;10761;1719;7133;837;2858;1858;6800;6099;21233;1074;4491
31.12.2003;85-Jährige;5842;21231;7305;25830;1463;6418;926;3929;504;1727;1097;3981;3537;12407;597;2498
31.12.2003;86-Jährige;4747;17567;6102;22433;1224;5448;806;3445;412;1459;884;3339;2972;10763;484;2227
31.12.2003;87-Jährige;4623;17362;5765;21125;1190;5635;728;3404;399;1432;896;3457;2789;10177;486;2178
31.12.2003;88-Jährige;5038;19769;5971;23042;1320;6486;826;3948;429;1634;1029;3996;3010;11590;448;2441
31.12.2003;89-Jährige;5285;22088;6312;25299;1362;7088;848;4380;427;1788;1164;4363;3282;12937;515;2703
31.12.2003;90 Jahre und mehr;18341;76203;21052;83593;5948;30235;3044;16337;1696;6387;3368;15290;11523;45442;1690;9291
31.12.2003;Insgesamt;5247284;10692556;6079009;12423386;1651203;3388477;1272998;2574521;320815;663129;842587;1734083;2981511;6089428;858249;1732226
31.12.2004;unter 1 Jahr;49828;96921;56568;110983;15096;29312;9329;18248;2768;5366;8071;15731;27779;54232;6676;13029
31.12.2004;1-Jährige;50935;98417;57675;112834;14366;28059;9564;18502;2757;5457;7873;15306;27843;54354;6521;12805
31.12.2004;2-Jährige;51861;100672;58929;115116;14289;27795;9525;18484;2780;5326;7697;15035;28402;55342;6478;12526
31.12.2004;3-Jährige;52930;103274;60712;117741;14007;27495;9546;18569;2854;5591;7574;14885;29030;56645;6611;12847
31.12.2004;4-Jährige;55306;108447;62966;123376;14282;28070;9965;19535;2977;5819;7763;14961;30008;59235;6692;12991
31.12.2004;5-Jährige;57194;110606;64816;125551;13997;27538;9859;19292;2940;5791;7767;15005;30323;59104;6363;12394
31.12.2004;6-Jährige;58344;113611;66239;129036;13713;26827;9732;18880;3047;5895;7651;15080;31202;60705;6108;12043
31.12.2004;7-Jährige;60504;118010;67963;132411;13966;27008;9463;18534;3157;6068;7869;15374;32241;62748;6255;12053
31.12.2004;8-Jährige;59602;116216;67455;131230;13394;26218;9094;17537;3143;5977;7758;15184;31825;61952;5819;11208
31.12.2004;9-Jährige;58757;114319;66103;128690;12863;25200;8267;16056;3024;5951;7462;14392;30777;59890;5196;10116
31.12.2004;10-Jährige;59388;115498;67507;131147;13108;25230;7868;15331;2999;5814;7638;14694;31240;61048;4869;9416
31.12.2004;11-Jährige;61513;119896;70917;137966;13046;25484;7864;15229;3081;5956;7450;14685;32024;62620;5250;9979
31.12.2004;12-Jährige;62542;121384;71133;139530;13870;26756;8625;16661;3207;6188;7735;15141;32419;63561;5815;11265
31.12.2004;13-Jährige;63550;124148;73210;141949;14271;27759;10222;20312;3280;6327;8010;15652;33113;64845;6942;13587
31.12.2004;14-Jährige;65739;128379;75521;147193;17299;33726;16370;31826;3368;6466;8446;16214;34579;67395;11217;21982
31.12.2004;15-Jährige;63724;124613;72699;142084;17861;34794;17712;34728;3265;6458;8041;15675;33816;66060;12474;24042
31.12.2004;16-Jährige;65488;127986;74052;144076;18662;36227;19215;37163;3394;6647;8484;16427;34452;66987;13295;25673
31.12.2004;17-Jährige;62978;122636;71131;137836;18516;36347;19658;38274;3409;6815;8119;15804;33278;64690;14204;27356
31.12.2004;18-Jährige;62780;122968;70738;138097;18397;36124;19066;37258;3467;6812;8318;16113;32579;63943;13551;26223
31.12.2004;19-Jährige;60705;119891;67961;134415;18529;36971;19723;37070;3481;7040;8378;17043;31902;62625;13707;26203
31.12.2004;20-Jährige;61757;122312;69354;137959;19333;39020;18659;34819;3528;7399;8942;18383;32554;64671;13240;24927
31.12.2004;21-Jährige;62156;124515;71311;141661;20680;41925;18026;33514;3911;8222;9952;20341;32859;65982;13207;24483
31.12.2004;22-Jährige;64944;129841;73491;147119;22431;45591;18123;33062;4228;8738;10891;22512;34458;69569;13002;24104
31.12.2004;23-Jährige;65181;131525;74736;149996;23448;48255;16924;31161;4407;8911;11399;24282;34960;70622;12407;22658
31.12.2004;24-Jährige;66798;134155;75577;151521;24797;50676;17155;31389;4531;8957;12222;25566;35825;72240;12600;23150
31.12.2004;25-Jährige;63411;127131;72866;146014;24527;49629;16156;29680;4264;8572;12287;25430;34592;70100;11940;21626
31.12.2004;26-Jährige;62849;124983;72645;145528;24762;49477;15539;28833;4263;8453;12759;25905;34734;70547;11586;21096
31.12.2004;27-Jährige;62832;125324;72910;145675;24676;49377;14864;27496;4238;8410;12891;26110;34866;70687;11101;20271
31.12.2004;28-Jährige;64356;127167;73641;146136;24551;48740;13301;24713;4366;8524;13667;27158;35881;72170;9417;17280
31.12.2004;29-Jährige;62892;124758;72661;144527;24181;47426;12536;23443;4174;8211;13626;26670;35586;71325;8929;16335
31.12.2004;30-Jährige;64301;128341;74594;148352;23683;46330;12372;23506;4302;8275;13667;26339;36448;72901;8564;15733
31.12.2004;31-Jährige;64727;129028;75364;149546;23328;45754;12631;24053;4221;8324;13089;25855;37220;74070;8749;16216
31.12.2004;32-Jährige;71405;141625;82798;163931;24777;47948;14488;27345;4509;8895;14122;27610;40278;80712;9467;17781
31.12.2004;33-Jährige;77905;153415;90692;178930;27507;52955;17090;32518;4900;9425;15165;29127;44855;88692;11180;20959
31.12.2004;34-Jährige;81711;160645;95613;188254;28223;54173;17618;33876;5162;9732;15480;29558;47427;93034;11412;21792
31.12.2004;35-Jährige;88257;172864;104083;203631;29597;56529;18325;35651;5359;10248;16395;31037;51084;99765;11944;22667
