GENESIS-Tabelle: Temporär
Bevölkerung: Bundesländer, Stichtag, Geschlecht, Altersjahre;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;
;;Baden-Württemberg;Baden-Württemberg;Bayern;Bayern;Berlin;Berlin;Brandenburg;Brandenburg;Bremen;Bremen;Hamburg;Hamburg;Hessen;Hessen;Mecklenburg-Vorpommern;Mecklenburg-Vorpommern
;;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt
31.12.2002;unter 1 Jahr;48406;99888;55711;114154;13947;28652;8582;17773;2599;5450;7558;15475;26871;55205;6053;12468
31.12.2002;1-Jährige;50080;102792;56904;117380;13825;28283;8747;17970;2792;5709;7544;15413;27589;56612;6269;12920
31.12.2002;2-Jährige;52994;108138;60308;123028;14096;28731;9326;19064;2873;5897;7431;15384;29197;59257;6320;13022
31.12.2002;3-Jährige;53277;110356;60625;125393;13919;28319;9225;18855;2888;5845;7377;15265;28839;59282;6014;12384
31.12.2002;4-Jährige;55147;113404;62775;128975;13519;27598;8939;18495;2909;5963;7573;15359;29607;60904;5962;12117
31.12.2002;5-Jährige;57444;117929;64425;132305;13409;27706;8899;18151;2953;6141;7684;15691;30645;63041;5780;12061
31.12.2002;6-Jährige;56560;116052;63681;131010;13118;26811;8305;17221;2881;6077;7466;15343;30214;62060;5423;11254
31.12.2002;7-Jährige;55331;113971;62359;128208;12526;25611;7655;15770;2960;5969;7029;14562;29129;59934;4940;10123
31.12.2002;8-Jährige;55954;115217;63394;130738;12295;25594;7319;15054;2848;5853;7157;14830;29831;60994;4546;9429
31.12.2002;9-Jährige;58244;119577;66850;137459;12601;25857;7299;15033;2902;5991;7269;14753;30626;62634;4741;9985
31.12.2002;10-Jährige;58553;120805;68191;139086;12970;26925;7972;16513;2988;6205;7512;15298;31064;63383;5484;11290
31.12.2002;11-Jährige;60319;123602;68471;141357;13604;27967;10036;20153;3038;6315;7706;15772;31623;64668;6654;13609
31.12.2002;12-Jährige;62305;127626;71391;146607;16569;34040;15307;31538;3064;6442;7813;16262;32669;67107;10818;22060
31.12.2002;13-Jährige;60495;123877;69050;141319;17135;35076;16843;34402;3183;6450;7624;15708;32080;65729;11603;24140
31.12.2002;14-Jährige;62023;126963;69505;143051;17600;36331;17858;36936;3137;6485;7818;16199;32292;66521;12509;25879
31.12.2002;15-Jährige;58872;121177;66023;136528;17760;36234;18779;38400;3207;6437;7377;15287;31195;64253;13405;27729
31.12.2002;16-Jährige;58918;120823;66062;135990;17364;35653;18559;37683;3090;6376;7251;15211;30754;63062;13101;26908
31.12.2002;17-Jährige;56414;115733;63672;130160;17469;35529;18449;38577;3098;6345;7473;15356;29335;60721;13287;27292
31.12.2002;18-Jährige;56923;116746;64658;131896;17530;35786;18223;37764;3254;6441;7507;15482;30089;61848;12899;26649
31.12.2002;19-Jährige;59352;119282;66761;135685;18720;37742;17565;37042;3634;7169;8273;16749;31163;63096;12569;26550
31.12.2002;20-Jährige;62304;125239;70820;142268;20639;41115;16460;36097;4002;7700;9609;18790;33369;66824;12220;26198
31.12.2002;21-Jährige;64061;127448;72659;145749;22299;43782;15546;33795;4138;8020;10973;20638;33960;67885;11126;24372
31.12.2002;22-Jährige;65238;130295;73441;147010;23874;46757;15302;33512;4162;8247;11761;22301;34871;69542;11186;24645
31.12.2002;23-Jährige;62189;124137;71110;142479;23488;46171;14400;31621;4091;8061;11835;22616;34156;67768;10194;22844
31.12.2002;24-Jährige;61055;122866;71312;142689;23652;46743;13841;30301;4059;8063;11935;23498;34686;68416;9998;22237
31.12.2002;25-Jährige;61638;123567;71488;143506;23912;47364;13087;28534;4040;8084;12446;24224;34966;69162;9501;21172
31.12.2002;26-Jährige;61988;125852;71432;144358;23605;47188;11626;25417;4133;8347;12757;25593;35575;70790;8171;17999
31.12.2002;27-Jährige;61240;123925;70763;142967;23198;46841;10769;23605;3946;8019;12609;25686;35251;70377;7509;16827
31.12.2002;28-Jährige;63480;127845;72752;147126;22788;46218;10897;23391;3950;8161;12695;25990;36084;72234;7231;16102
31.12.2002;29-Jährige;63917;128636;73399;148972;22622;45942;11250;23910;4110;8314;12830;25740;36704;73832;7504;16452
31.12.2002;30-Jährige;69972;141487;80421;163150;23559;48313;12564;27037;4445;8948;13633;27765;40389;80730;8343;17991
31.12.2002;31-Jährige;75225;153335;87675;178336;26055;54027;15025;31942;4599;9553;14312;29398;43725;88612;9753;21051
31.12.2002;32-Jährige;78542;160453;92159;188029;26458;55096;15865;33381;4656;9851;14389;30164;45713;93221;10394;21952
31.12.2002;33-Jährige;84503;173004;98977;203211;27551;57724;16927;35055;5011;10506;15035;31798;48840;100327;10825;22899
31.12.2002;34-Jährige;88839;182305;103933;213124;29010;60408;18148;37096;5251;11102;15927;33951;51279;105621;11693;24413
31.12.2002;35-Jährige;90697;186499;106275;218273;29428;61235;19337;39822;5204;11174;16040;33889;52427;107354;12465;25700
31.12.2002;36-Jährige;92997;191299;107858;221463;31137;64280;21128;43186;5196;11372;16070;34013;53508;110097;13360;27828
31.12.2002;37-Jährige;92211;190763;106464;220615;31593;66368;22175;45921;5349;11213;15545;32868;53648;110481;14191;29706
31.12.2002;38-Jährige;93382;193716;108926;224112;32396;67349;23240;48022;5156;10986;15748;33293;54288;111710;14936;31161
31.12.2002;39-Jährige;92217;191124;108099;221442;32045;66721;24120;49852;5132;10472;15008;31650;53769;110634;15640;32647
31.12.2002;40-Jährige;89728;185741;105042;215042;30589;63606;24181;50019;5193;10558;14138;29461;51465;106135;15676;32508
31.12.2002;41-Jährige;89224;182655;103691;212112;28898;60142;24096;49637;4994;10203;13654;27996;50641;103181;15915;33079
31.12.2002;42-Jährige;86644;177373;100315;204757;27410;57224;23319;48018;4948;10048;13236;27828;49278;100808;15637;32472
31.12.2002;43-Jährige;82731;169555;96519;197676;26389;54739;22767;47192;4878;9792;12548;25756;47457;97500;15317;31686
31.12.2002;44-Jährige;79180;162436;92329;188895;24344;50205;21054;43622;4792;9563;12171;24766;45455;93303;14386;29901
31.12.2002;45-Jährige;77016;158150;90085;184204;23436;48345;20365;42432;4730;9452;11762;23656;44572;91376;14011;29277
31.12.2002;46-Jährige;76032;155164;86981;177667;23358;47688;20385;42254;4657;9182;11197;22565;43503;88587;14267;29407
31.12.2002;47-Jährige;72618;147394;83317;168728;23266;47289;20659;42862;4575;9114;10832;21838;42007;85410;14312;29609
31.12.2002;48-Jährige;71587;143294;82388;166202;23123;46600;20555;42203;4509;8865;10552;21028;41663;83864;14260;29601
31.12.2002;49-Jährige;69525;138125;79943;160153;23005;45965;20400;41785;4366;8551;10209;20211;40543;81276;14050;28959
31.12.2002;50-Jährige;69783;139162;81367;162021;23280;45698;19906;40668;4356;8622;10467;20611;41158;82205;13824;28157
31.12.2002;51-Jährige;67814;135195;78954;157661;23688;46250;19169;39703;4411;8685;10472;20476;40748;81180;13288;27223
31.12.2002;52-Jährige;69355;137382;80282;160637;25021;48741;18309;37428;4499;8826;11023;21379;41991;83711;12254;25230
31.12.2002;53-Jährige;67340;134919;78678;157580;23125;45651;15511;31617;4496;8963;10854;21398;41703;83604;10679;21800
31.12.2002;54-Jährige;62527;126423;75248;151397;21208;42189;13447;27349;4176;8424;10662;21081;39192;79361;9267;18988
31.12.2002;55-Jährige;58502;118253;74172;149227;19863;39429;13121;26380;4089;8087;10098;20249;37311;74776;8765;17738
31.12.2002;56-Jährige;51875;104281;66476;132830;15371;31474;8888;17845;3997;8047;9518;19099;32137;64609;5705;11746
31.12.2002;57-Jährige;45667;91309;54025;108341;17789;35278;10880;21208;3314;6650;8724;17252;27239;54696;6364;12611
31.12.2002;58-Jährige;58743;117913;69563;139857;23190;46383;16232;31877;4126;8320;10904;21578;36216;72832;9652;18992
31.12.2002;59-Jährige;60124;119558;69954;140604;24355;48526;17433;34444;4239;8658;10897;21877;35817;72415;10697;20901
31.12.2002;60-Jährige;58887;118468;68527;137513;23178;46241;17144;33572;4339;8581;10754;21425;34241;69023;10574;20526
31.12.2002;61-Jährige;71482;141320;83978;166533;26938;53371;21580;42325;4845;9612;12096;24190;41083;82676;13693;26646
31.12.2002;62-Jährige;75187;148281;90472;178167;26137;51389;21980;42680;4965;10044;12616;24764;44555;88636;14208;27274
31.12.2002;63-Jährige;74173;146122;89296;175171;24467;47650;21809;41930;5021;9720;12179;23452;43268;85641;14652;27622
31.12.2002;64-Jährige;70132;136614;81674;159234;22847;44038;20383;39025;4898;9445;11704;22492;39993;78658;13662;26106
31.12.2002;65-Jährige;65121;127141;75386;145879;22131;41700;18696;36008;4708;8962;10777;20957;37654;73448;12708;24060
31.12.2002;66-Jährige;63370;122877;73486;140363;21026;39856;18533;35260;4511;8621;10800;20346;36782;71511;12703;23441
31.12.2002;67-Jährige;60804;117231;69900;132723;20723;38729;18284;34652;4351;8004;10681;19831;35344;68059;12233;22700
31.12.2002;68-Jährige;55423;106262;64910;122303;19199;35716;16846;31863;4032;7391;9600;17333;32987;63298;11675;21597
31.12.2002;69-Jährige;46857;89366;55217;103177;14055;25749;13227;24518;3092;5676;7417;13465;26686;50675;9495;17359
31.12.2002;70-Jährige;46575;87466;56116;103069;13167;23906;13017;23971;3326;5709;7243;12896;26707;49699;9547;17345
31.12.2002;71-Jährige;47258;87866;56229;102365;13493;24418;13008;23789;3283;5695;7575;13317;27034;50205;9328;16753
31.12.2002;72-Jährige;49160;90511;58538;105602;14271;25243;13617;24276;3456;5972;8170;14171;29072;52844;9514;16599
31.12.2002;73-Jährige;47474;86017;56806;101345;13922;23987;12846;22387;3370;5850;7987;13808;28144;51204;8868;15209
31.12.2002;74-Jährige;47603;84367;56246;99867;13451;22759;12362;20850;3528;6046;8178;13730;27915;50673;8546;14190
31.12.2002;75-Jährige;44962;76831;53860;92324;12545;20384;11097;17929;3311;5423;7743;12671;26920;46557;7850;12251
31.12.2002;76-Jährige;45081;74161;55477;90238;12950;19878;10995;16821;3353;5290;7895;12456;27490;45748;7452;11131
31.12.2002;77-Jährige;45279;71647;55569;86845;12970;19154;10458;15592;3307;5087;8074;12420;27235;44049;7159;10424
31.12.2002;78-Jährige;42323;63963;52951;78985;11624;16464;9488;13587;3099;4571;7657;11301;26291;40393;6452;9115
31.12.2002;79-Jährige;41684;61795;51781;76331;10468;14437;8787;12388;3099;4520;7034;10428;25435;38028;5995;8375
31.12.2002;80-Jährige;40829;60064;51246;75312;11170;15266;9005;12452;3073;4535;7207;10582;24946;37275;5877;8067
31.12.2002;81-Jährige;41430;59777;50844;73634;11881;16144;9041;12456;3248;4623;7430;10676;24963;36471;6090;8150
31.12.2002;82-Jährige;39047;55374;47080;67103;11988;16299;8468;11519;3027;4241;7312;10394;23538;34046;5482;7284
31.12.2002;83-Jährige;27747;39241;33768;47986;8840;11721;5872;7818;2185;3114;5367;7465;16397;23247;3759;4973
31.12.2002;84-Jährige;16822;23372;20280;28563;5407;7062;3299;4360;1322;1888;3155;4405;9688;13717;2087;2778
31.12.2002;85-Jährige;14249;19704;18135;25158;4688;6100;2915;3841;1172;1645;2731;3746;8578;12019;1942;2493
31.12.2002;86-Jährige;14303;19636;17258;23960;4979;6362;2986;3838;1155;1617;2840;3873;8336;11583;1900;2468
31.12.2002;87-Jährige;16904;22820;19582;26702;5864;7415;3556;4552;1354;1863;3406;4584;9823;13381;2300;2850
31.12.2002;88-Jährige;19415;25829;22221;29885;6574;8204;4087;5128;1584;2084;3713;5081;11176;15120;2571;3194
31.12.2002;89-Jährige;16558;21879;19013;25339;6045;7533;3701;4655;1328;1743;3042;4135;9674;12972;2247;2752
31.12.2002;90 Jahre und mehr;55626;73283;60709;80876;23963;29741;12876;15903;4543;6163;11900;15043;32982;44005;7253;8942
31.12.2002;Insgesamt;5431086;10661320;6326663;12387351;1740954;3392425;1306234;2582379;342158;662098;889800;1728806;3107053;6091618;880765;1744624
31.12.2003;unter 1 Jahr;47162;97804;54673;111828;13911;28563;8746;18047;2718;5522;7530;15594;26506;54219;6255;12742
31.12.2003;1-Jährige;48700;100439;56058;114823;13749;28249;8769;18133;2577;5375;7462;15292;26960;55394;6077;12519
31.12.2003;2-Jährige;50318;103155;57054;117705;13663;27892;8908;18274;2766;5659;7417;15166;27657;56712;6262;12910
31.12.2003;3-Jährige;53089;108353;60407;123294;13938;28412;9444;19276;2877;5875;7329;15182;29259;59261;6299;13016
31.12.2003;4-Jährige;53374;110518;60720;125518;13756;27949;9329;19068;2877;5840;7309;15142;28822;59239;6026;12380
31.12.2003;5-Jährige;55231;113577;62854;129207;13355;27258;9044;18675;2876;5928;7541;15275;29561;60817;5920;12070
31.12.2003;6-Jährige;57492;118063;64489;132418;13165;27286;9009;18370;2958;6112;7587;15546;30510;62881;5797;12064
31.12.2003;7-Jährige;56604;116124;63779;131183;12965;26486;8384;17399;2858;6025;7432;15262;30160;61982;5405;11257
31.12.2003;8-Jährige;55453;114144;62544;128555;12419;25370;7713;15909;2947;5972;6966;14483;29108;59902;4952;10161
31.12.2003;9-Jährige;56103;115423;63479;130970;12204;25388;7404;15208;2831;5845;7093;14729;29831;61012;4566;9424
31.12.2003;10-Jährige;58306;119733;66984;137773;12481;25609;7357;15168;2888;5966;7255;14730;30650;62654;4749;9997
31.12.2003;11-Jährige;58733;121126;68372;139442;12885;26783;8038;16635;2997;6209;7455;15232;31089;63472;5475;11283
31.12.2003;12-Jährige;60491;123959;68666;141732;13532;27860;10078;20230;3040;6311;7655;15706;31678;64739;6660;13604
31.12.2003;13-Jährige;62481;128046;71596;146978;16488;33881;15375;31659;3089;6458;7780;16258;32736;67241;10799;22039
31.12.2003;14-Jährige;60673;124264;69253;141804;17003;34873;16922;34548;3181;6439;7609;15659;32169;65925;11588;24108
31.12.2003;15-Jährige;62253;127453;69781;143624;17520;36207;17962;37143;3150;6492;7855;16258;32401;66741;12462;25810
31.12.2003;16-Jährige;59209;121857;66341;137271;17759;36284;18785;38435;3295;6609;7501;15551;31302;64507;13317;27604
31.12.2003;17-Jährige;59324;121662;66608;136997;17474;35796;18478;37659;3208;6575;7463;15563;30926;63309;12965;26678
31.12.2003;18-Jährige;57473;117381;64619;131714;17720;35881;18107;38141;3231;6558;7895;15968;29789;61334;12986;26788
31.12.2003;19-Jährige;58810;119507;66654;134835;18380;37042;17442;36736;3502;6795;8175;16505;31097;63243;12518;26112
31.12.2003;20-Jährige;61237;122327;68928;139170;20049;39865;16353;35287;3961;7654;9331;18389;32235;64540;11849;25574
31.12.2003;21-Jährige;63757;127869;72417;144962;21975;43438;15583;34447;4278;8274;10688;20606;34333;68247;11532;25033
31.12.2003;22-Jährige;65309;129696;74143;148104;23621;46094;14903;32485;4376;8526;11919;22473;34850;69206;10572;23427
31.12.2003;23-Jährige;66354;132457;74975;149785;25059;48985;14666;32307;4328;8688;12601;23947;35677;70870;10814;23758
31.12.2003;24-Jährige;63275;126099;72346;144644;24433;48230;13913;30494;4251;8434;12610;24254;34804;68824;9903;22190
31.12.2003;25-Jährige;61811;124345;72298;144367;24359;48333;13523;29470;4153;8329;12583;24777;35285;69404;9709;21619
31.12.2003;26-Jährige;62294;124817;72365;145023;24338;48498;12791;27889;4160;8367;12932;25248;35434;69903;9291;20644
31.12.2003;27-Jährige;62488;126738;72098;145515;23931;48023;11491;25016;4173;8502;13183;26481;36015;71504;8001;17638
31.12.2003;28-Jährige;61729;124689;71568;144153;23303;47207;10768;23386;4006;8162;12861;26280;35547;70868;7437;16575
31.12.2003;29-Jährige;63838;128166;73433;148193;22736;46273;10966;23371;3989;8298;12810;26283;36418;72747;7187;15929
31.12.2003;30-Jährige;64234;128994;73891;149782;22601;45977;11265;23845;4092;8323;12796;25872;36803;73960;7517;16345
31.12.2003;31-Jährige;70122;141618;80925;163832;23332;48137;12737;27165;4416;8958;13612;27780;40471;80719;8298;17840
31.12.2003;32-Jährige;75327;153353;88123;178962;25758;53461;15205;32177;4585;9515;14217;29358;43758;88540;9747;21002
31.12.2003;33-Jährige;78828;160613;92575;188455;26211;54626;16068;33647;4601;9775;14268;29930;45647;93073;10391;21886
31.12.2003;34-Jährige;84628;173046;99411;203734;27209;57031;17134;35371;4954;10388;14898;31500;48759;99978;10775;22808
31.12.2003;35-Jährige;89069;182427;104203;213423;28694;59712;18294;37345;5227;11078;15756;33631;51186;105296;11679;24288
31.12.2003;36-Jährige;90813;186473;106478;218497;29071;60408;19562;40196;5175;11110;15907;33587;52271;106814;12459;25639
31.12.2003;37-Jährige;93065;191206;108107;221647;30727;63493;21308;43534;5190;11331;15962;33764;53386;109617;13320;27766
31.12.2003;38-Jährige;92287;190642;106618;220735;31303;65665;22284;46166;5327;11169;15390;32524;53564;110072;14153;29581
31.12.2003;39-Jährige;93513;193648;109161;224347;32125;66648;23327;48217;5142;10928;15597;32960;54174;111334;14924;31093
31.12.2003;40-Jährige;92373;191079;108328;221658;31773;66077;24265;50122;5105;10459;14913;31459;53747;110219;15574;32479
31.12.2003;41-Jährige;89844;185759;105189;215049;30408;63069;24254;50115;5185;10542;14075;29272;51378;105765;15647;32397
31.12.2003;42-Jährige;89269;182559;103881;212176;28675;59585;24194;49775;4980;10163;13560;27808;50599;102838;15852;32914
31.12.2003;43-Jährige;86771;177340;100469;204844;27230;56736;23324;48023;4953;10014;13181;27662;49222;100369;15577;32318
31.12.2003;44-Jährige;82856;169605;96564;197649;26236;54321;22788;47177;4886;9765;12503;25588;47450;97100;15246;31515
31.12.2003;45-Jährige;79286;162391;92488;188898;24170;49771;21052;43580;4789;9532;12137;24624;45439;93037;14335;29737
31.12.2003;46-Jährige;77032;157970;90216;184122;23318;48019;20357;42384;4726;9435;11695;23478;44504;91021;13971;29179
31.12.2003;47-Jährige;76078;155000;87073;177507;23176;47258;20417;42222;4657;9189;11171;22440;43438;88178;14239;29283
31.12.2003;48-Jährige;72649;147243;83434;168614;23099;46882;20644;42815;4589;9096;10784;21670;41965;85061;14276;29449
31.12.2003;49-Jährige;71625;143062;82445;166018;22987;46192;20569;42163;4497;8830;10498;20917;41570;83465;14191;29431
31.12.2003;50-Jährige;69517;137913;79990;159909;22868;45617;20399;41735;4353;8500;10163;20093;40431;80836;13995;28806
31.12.2003;51-Jährige;69750;138931;81328;161679;23096;45207;19950;40650;4368;8605;10421;20527;41062;81765;13789;28021
31.12.2003;52-Jährige;67798;134945;78861;157216;23542;45871;19203;39666;4378;8641;10398;20281;40616;80715;13240;27099
31.12.2003;53-Jährige;69233;136929;80240;160192;24869;48283;18334;37395;4500;8796;10943;21196;41840;83196;12233;25132
31.12.2003;54-Jährige;67188;134411;78518;156980;22976;45202;15547;31600;4489;8909;10789;21180;41545;83024;10671;21705
31.12.2003;55-Jährige;62356;125830;75063;150810;21007;41736;13504;27324;4145;8356;10581;20888;38982;78748;9263;18912
31.12.2003;56-Jährige;58322;117657;73996;148549;19722;39064;13171;26389;4077;8042;10022;20031;37053;74182;8767;17706
31.12.2003;57-Jährige;51657;103706;66283;132201;15238;31124;8894;17818;3967;7967;9462;18895;31945;64007;5709;11695
31.12.2003;58-Jährige;45436;90697;53825;107651;17621;34830;10878;21190;3291;6586;8641;17042;27058;54137;6391;12594
31.12.2003;59-Jährige;58449;117063;69268;138941;22956;45777;16252;31820;4083;8192;10791;21284;35930;72009;9643;18909
31.12.2003;60-Jährige;59757;118517;69676;139637;24129;47855;17454;34386;4198;8549;10749;21483;35473;71546;10678;20826
31.12.2003;61-Jährige;58533;117405;68241;136459;22901;45500;17165;33452;4310;8491;10613;21088;33887;68155;10585;20455
31.12.2003;62-Jährige;71045;139990;83638;165226;26644;52540;21552;42160;4787;9481;11948;23817;40740;81644;13648;26448
31.12.2003;63-Jährige;74699;146781;90007;176605;25875;50557;21894;42391;4951;9935;12457;24334;44167;87409;14166;27052
31.12.2003;64-Jährige;73647;144480;88843;173511;24221;46872;21719;41630;4987;9589;12042;23030;42908;84506;14573;27377
31.12.2003;65-Jährige;69618;135026;81125;157432;22614;43401;20269;38649;4848;9297;11538;22065;39634;77574;13581;25808
31.12.2003;66-Jährige;64585;125512;74893;144161;21877;40981;18575;35570;4635;8792;10622;20573;37348;72394;12639;23768
31.12.2003;67-Jährige;62822;121237;72912;138443;20768;39147;18392;34793;4467;8471;10646;19970;36394;70302;12594;23089
31.12.2003;68-Jährige;60168;115385;69311;130682;20450;37953;18128;34116;4309;7866;10545;19426;34966;66907;12099;22328
31.12.2003;69-Jährige;54781;104485;64230;120242;18926;34992;16661;31260;3980;7237;9432;16939;32526;62059;11509;21159
31.12.2003;70-Jährige;46303;87715;54587;101391;13842;25185;13051;24050;3057;5553;7294;13167;26312;49626;9376;16998
31.12.2003;71-Jährige;45898;85707;55383;100953;12901;23322;12805;23420;3258;5563;7082;12530;26273;48494;9395;16940
31.12.2003;72-Jährige;46507;85864;55344;100022;13247;23778;12762;23168;3215;5533;7453;12987;26585;48943;9157;16301
31.12.2003;73-Jährige;48347;88254;57533;102897;13984;24564;13347;23569;3388;5789;7982;13773;28470;51347;9315;16138
31.12.2003;74-Jährige;46561;83677;55654;98523;13598;23251;12567;21664;3300;5672;7786;13356;27542;49586;8663;14745
31.12.2003;75-Jährige;46584;81904;54987;96812;13057;21945;12041;20119;3437;5831;7950;13250;27147;48903;8335;13693
31.12.2003;76-Jährige;43917;74415;53249;90281;12159;19592;10777;17308;3219;5223;7480;12185;26187;44890;7636;11825
31.12.2003;77-Jährige;43864;71534;53883;86855;12549;19101;10642;16153;3257;5080;7606;11904;26646;43924;7180;10673
31.12.2003;78-Jährige;43842;68858;53759;83270;12424;18262;10110;14925;3189;4857;7773;11824;26401;42252;6871;9953
31.12.2003;79-Jährige;40735;61165;50930;75367;11145;15709;9141;12989;2962;4325;7309;10727;25236;38414;6193;8671
31.12.2003;80-Jährige;39906;58675;49524;72310;9917;13609;8369;11685;2962;4268;6713;9865;24253;35976;5697;7917
31.12.2003;81-Jährige;38768;56597;48639;70827;10557;14349;8570;11723;2882;4236;6791;9941;23565;34897;5546;7539
31.12.2003;82-Jährige;39020;55912;47774;68678;11198;15098;8503;11621;3063;4320;6975;9910;23423;33979;5711;7565
31.12.2003;83-Jährige;36555;51367;43884;61987;11149;15049;7919;10653;2804;3893;6822;9633;21895;31380;5050;6647
31.12.2003;84-Jährige;25720;35973;31103;43829;8170;10761;5414;7133;2021;2858;4942;6800;15134;21233;3417;4491
31.12.2003;85-Jährige;15389;21231;18525;25830;4955;6418;3003;3929;1223;1727;2884;3981;8870;12407;1901;2498
31.12.2003;86-Jährige;12820;17567;16331;22433;4224;5448;2639;3445;1047;1459;2455;3339;7791;10763;1743;2227
31.12.2003;87-Jährige;12739;17362;15360;21125;4445;5635;2676;3404;1033;1432;2561;3457;7388;10177;1692;2178
31.12.2003;88-Jährige;14731;19769;17071;23042;5166;6486;3122;3948;1205;1634;2967;3996;8580;11590;1993;2441
31.12.2003;89-Jährige;16803;22088;18987;25299;5726;7088;3532;4380;1361;1788;3199;4363;9655;12937;2188;2703
31.12.2003;90 Jahre und mehr;57862;76203;62541;83593;24287;30235;13293;16337;4691;6387;11922;15290;33919;45442;7601;9291
31.12.2003;Insgesamt;5445272;10692556;6344377;12423386;1737274;3388477;1301523;2574521;342314;663129;891496;1734083;3107917;6089428;873977;1732226
31.12.2004;unter 1 Jahr;47093;96921;54415;110983;14216;29312;8919;18248;2598;5366;7660;15731;26453;54232;6353;13029
31.12.2004;1-Jährige;47482;98417;55159;112834;13693;28059;8938;18502;2700;5457;7433;15306;26511;54354;6284;12805
31.12.2004;2-Jährige;48811;100672;56187;115116;13506;27795;8959;18484;2546;5326;7338;15035;26940;55342;6048;12526
31.12.2004;3-Jährige;50344;103274;57029;117741;13488;27495;9023;18569;2737;5591;7311;14885;27615;56645;6236;12847
31.12.2004;4-Jährige;53141;108447;60410;123376;13788;28070;9570;19535;2842;5819;7198;14961;29227;59235;6299;12991
31.12.2004;5-Jährige;53412;110606;60735;125551;13541;27538;9433;19292;2851;5791;7238;15005;28781;59104;6031;12394
31.12.2004;6-Jährige;55267;113611;62797;129036;13114;26827;9148;18880;2848;5895;7429;15080;29503;60705;5935;12043
31.12.2004;7-Jährige;57506;118010;64448;132411;13042;27008;9071;18534;2911;6068;7505;15374;30507;62748;5798;12053
31.12.2004;8-Jährige;56614;116216;63775;131230;12824;26218;8443;17537;2834;5977;7426;15184;30127;61952;5389;11208
31.12.2004;9-Jährige;55562;114319;62587;128690;12337;25200;7789;16056;2927;5951;6930;14392;29113;59890;4920;10116
31.12.2004;10-Jährige;56110;115498;63640;131147;12122;25230;7463;15331;2815;5814;7056;14694;29808;61048;4547;9416
31.12.2004;11-Jährige;58383;119896;67049;137966;12438;25484;7365;15229;2875;5956;7235;14685;30596;62620;4729;9979
31.12.2004;12-Jährige;58842;121384;68397;139530;12886;26756;8036;16661;2981;6188;7406;15141;31142;63561;5450;11265
31.12.2004;13-Jährige;60598;124148;68739;141949;13488;27759;10090;20312;3047;6327;7642;15652;31732;64845;6645;13587
31.12.2004;14-Jährige;62640;128379;71672;147193;16427;33726;15456;31826;3098;6466;7768;16214;32816;67395;10765;21982
31.12.2004;15-Jährige;60889;124613;69385;142084;16933;34794;17016;34728;3193;6458;7634;15675;32244;66060;11568;24042
31.12.2004;16-Jährige;62498;127986;70024;144076;17565;36227;17948;37163;3253;6647;7943;16427;32535;66987;12378;25673
31.12.2004;17-Jährige;59658;122636;66705;137836;17831;36347;18616;38274;3406;6815;7685;15804;31412;64690;13152;27356
31.12.2004;18-Jährige;60188;122968;67359;138097;17727;36124;18192;37258;3345;6812;7795;16113;31364;63943;12672;26223
31.12.2004;19-Jährige;59186;119891;66454;134415;18442;36971;17347;37070;3559;7040;8665;17043;30723;62625;12496;26203
31.12.2004;20-Jährige;60555;122312;68605;137959;19687;39020;16160;34819;3871;7399;9441;18383;32117;64671;11687;24927
31.12.2004;21-Jährige;62359;124515;70350;141661;21245;41925;15488;33514;4311;8222;10389;20341;33123;65982;11276;24483
31.12.2004;22-Jährige;64897;129841;73628;147119;23160;45591;14939;33062;4510;8738;11621;22512;35111;69569;11102;24104
31.12.2004;23-Jährige;66344;131525;75260;149996;24807;48255;14237;31161;4504;8911;12883;24282;35662;70622;10251;22658
31.12.2004;24-Jährige;67357;134155;75944;151521;25879;50676;14234;31389;4426;8957;13344;25566;36415;72240;10550;23150
31.12.2004;25-Jährige;63720;127131;73148;146014;25102;49629;13524;29680;4308;8572;13143;25430;35508;70100;9686;21626
31.12.2004;26-Jährige;62134;124983;72883;145528;24715;49477;13294;28833;4190;8453;13146;25905;35813;70547;9510;21096
31.12.2004;27-Jährige;62492;125324;72765;145675;24701;49377;12632;27496;4172;8410;13219;26110;35821;70687;9170;20271
31.12.2004;28-Jährige;62811;127167;72495;146136;24189;48740;11412;24713;4158;8524;13491;27158;36289;72170;7863;17280
31.12.2004;29-Jährige;61866;124758;71866;144527;23245;47426;10907;23443;4037;8211;13044;26670;35739;71325;7406;16335
31.12.2004;30-Jährige;64040;128341;73758;148352;22647;46330;11134;23506;3973;8275;12672;26339;36453;72901;7169;15733
31.12.2004;31-Jährige;64301;129028;74182;149546;22426;45754;11422;24053;4103;8324;12766;25855;36850;74070;7467;16216
31.12.2004;32-Jährige;70220;141625;81133;163931;23171;47948;12857;27345;4386;8895;13488;27610;40434;80712;8314;17781
31.12.2004;33-Jährige;75510;153415;88238;178930;25448;52955;15428;32518;4525;9425;13962;29127;43837;88692;9779;20959
31.12.2004;34-Jährige;78934;160645;92641;188254;25950;54173;16258;33876;4570;9732;14078;29558;45607;93034;10380;21792
